20200517T0000,24.985636,93,1005.5,2.3224688,0
20200517T0100,24.565636,94,1005.1,2.6246538,0
20200517T0200,24.225636,90,1004.8,2.7149029,0
20200517T0300,23.945635,89,1005.1,2.693641,0
20200517T0400,23.675636,87,1005.2,2.656796,0
20200517T0500,23.455635,86,1005.4,2.6412923,0
20200517T0600,24.395636,85,1006.1,2.6412923,0
20200517T0700,27.565636,78,1006.3,2.6026547,0
20200517T0800,30.205635,69,1006.7,2.224928,0
20200517T0900,32.045635,63,1006.4,1.9592538,0
20200517T1000,33.655636,58,1005.8,1.8866372,0
20200517T1100,34.885635,54,1004.8,1.8953248,0
20200517T1200,35.585636,52,1004.2,1.6229467,0
20200517T1300,35.905636,49,1003.6,1.2316055,0
20200517T1400,34.105637,59,1003.5,1.277438,0
20200517T1500,33.705635,60,1003.2,1.5610317,0
20200517T1600,32.885635,64,1003.6,1.8720685,0
20200517T1700,31.705635,71,1003.3,2.0851724,0
20200517T1800,30.175636,82,1004,2.1344864,0
20200517T1900,29.045635,85,1004.7,2.2001781,0
20200517T2000,28.315636,85,1005.1,2.4341388,0
20200517T2100,27.645636,85,1005.4,2.3365726,0
20200517T2200,27.035635,84,1005.6,2.1574523,0
20200517T2300,26.515635,82,1005.1,1.99937,0
20200518T0000,26.055635,83,1004.4,1.9239999,0
20200518T0100,25.415636,85,1003.8,1.7821561,0
20200518T0200,24.795635,86,1003.6,1.7898214,0
20200518T0300,24.255636,88,1003.4,1.8004979,0
20200518T0400,23.855635,88,1003.9,1.7417531,0
20200518T0500,23.565636,89,1004.3,1.7589599,0
20200518T0600,25.085636,84,1005,1.6161844,0
20200518T0700,28.945635,74,1005.3,1.2204393,0
20200518T0800,31.525635,65,1005.5,1.3903338,0
20200518T0900,33.235634,60,1005.7,1.2645125,0
20200518T1000,33.805634,57,1005.4,0.89107805,0
20200518T1100,35.225636,52,1004.4,0.66187614,0
20200518T1200,33.475636,70,1003.8,0.43149045,0
20200518T1300,34.335636,62,1003.4,0.45012447,0.4
20200518T1400,33.615635,61,1003.3,0.3985022,0.2
20200518T1500,33.075634,60,1003.1,0.63657206,0
20200518T1600,32.745636,61,1003.3,0.7970044,0
20200518T1700,32.085636,69,1003,1.1000891,0
20200518T1800,30.425636,75,1003.9,1.413768,0
20200518T1900,29.615635,77,1004.6,1.5732616,0
20200518T2000,28.585636,81,1004.8,1.5680319,0
20200518T2100,27.615635,85,1005.4,1.721196,0
20200518T2200,26.665636,88,1005.4,1.8676755,0
20200518T2300,25.675636,91,1005.4,1.7913504,0
20200519T0000,25.315636,91,1004.9,1.3903338,0
20200519T0100,24.975636,91,1004.5,1.2046328,0
20200519T0200,24.995636,89,1004.1,1.266676,0
20200519T0300,24.855635,89,1004,1.4079461,0
20200519T0400,24.755636,88,1004.3,1.629681,0
20200519T0500,24.555635,89,1005.1,1.7036079,0
20200519T0600,25.735636,86,1005.6,1.5819392,0
20200519T0700,29.105635,77,1005.7,1.3503733,0
20200519T0800,31.535635,68,1005.8,1.677696,0
20200519T0900,33.405636,61,1005.6,1.2046328,0
20200519T1000,34.975636,55,1005,0.90328515,0
20200519T1100,36.105637,50,1004.4,0.46801713,0
20200519T1200,36.595634,48,1003.9,0.5336216,0
20200519T1300,36.655636,48,1003.2,0.80043244,0
20200519T1400,36.535637,47,1002.9,0.973318,0
20200519T1500,36.075634,48,1002.6,1.334054,0
20200519T1600,35.145634,52,1002.7,1.8514794,0
20200519T1700,32.645634,67,1002.9,2.072,0
20200519T1800,30.405636,79,1003.9,1.8632724,0
20200519T1900,29.105635,83,1005.1,1.8020178,0
20200519T2000,28.345634,84,1005.6,1.702,0
20200519T2100,27.805635,84,1005.8,1.6161844,0
20200519T2200,27.175636,83,1006,1.5940088,0
20200519T2300,26.745636,82,1006.1,1.6229467,0
20200520T0000,26.995636,89,1005.5,1.332,0
20200520T0100,26.455635,90,1005.3,1.3644925,0
20200520T0200,25.645636,92,1004.7,1.4983858,0
20200520T0300,24.985636,93,1004.6,1.457631,0
20200520T0400,24.415636,93,1004.7,1.4892213,0
20200520T0500,24.275635,92,1005.3,1.457631,0
20200520T0600,25.325636,88,1006,1.4291774,0
20200520T0700,28.935635,77,1006.6,1.3824341,0
20200520T0800,31.385635,69,1006.8,1.1932142,0
20200520T0900,33.075634,61,1006.6,0.973318,0
20200520T1000,34.225636,56,1005.8,0.96484196,0
20200520T1100,34.975636,53,1004.9,1.0672432,0
20200520T1200,35.495636,52,1004.3,1.334054,0
20200520T1300,35.725636,52,1003.9,0.96484196,0
20200520T1400,34.755634,60,1004.1,0.666,0
20200520T1500,33.145634,65,1003.9,1.1271344,0.1
20200520T1600,33.655636,62,1003.4,1.525549,0
20200520T1700,32.675636,67,1003.8,1.8500001,0
20200520T1800,30.125635,82,1004.4,1.8559105,0
20200520T1900,29.845634,82,1006.1,1.942412,0
20200520T2000,28.965635,86,1007.1,2.1344864,0
20200520T2100,28.435635,88,1007.4,1.970402,0
20200520T2200,28.045635,89,1007,2.019807,0
20200520T2300,27.315636,91,1006.1,2.073321,0
20200521T0000,26.795635,92,1005.5,1.8735304,0
20200521T0100,26.375635,92,1005.2,1.8559105,0
20200521T0200,25.925636,92,1004.4,1.7775412,0
20200521T0300,25.515635,93,1004.4,1.628,0
20200521T0400,25.375635,92,1004.8,1.6430666,0
20200521T0500,25.245636,91,1005.3,1.721196,0
20200521T0600,26.155636,88,1005.8,1.457631,0
20200521T0700,29.055635,79,1006.3,1.4291774,0
20200521T0800,31.075636,70,1006,1.4234184,0
20200521T0900,32.405636,65,1005.5,1.1582832,0
20200521T1000,33.525635,60,1004.9,0.76187664,0
20200521T1100,34.225636,57,1004.4,0.518,0
